sr_no,state,work_description,work_id,ida_agency,mp_name,electednominated,expenditure_amount,vendor_name,work_status,expenditure_amount
7850,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP096/2024-2025/132559,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,431178.0,Abdulrazack T K,Payment Success,431178.0
7851,Assam,Construction of boundary walls of existing public and community buildings,WS/MP831/2025-2026/132676,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,750000.0,Construction Of Boundary Wall At Padmapur Lp School Near Padmapur Bazar,Payment Success,750000.0
7852,Assam,Construction of boundary walls of existing public and community buildings,WS/MP831/2025-2026/132676,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,250000.0,Construction Of Boundary Wall At Padmapur Lp School Near Padmapur Bazar,Payment Success,250000.0
7853,Assam,Construction of community centers and community halls,WS/MP831/2024-2025/165181,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,1200000.0,Mamli Enterprise,Payment Success,1200000.0
7854,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP102/2025-2026/223590,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Jebi Mather Hisham (2022-28) (2022-2028),Elected MP,798800.0,Unnimammutty,Payment Success,798800.0
7855,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP102/2024-2025/143510,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Jebi Mather Hisham (2022-28) (2022-2028),Elected MP,1181915.0,Unnimammutty,Payment Success,1181915.0
7856,Madhya Pradesh,Installing community drinking water plants,WS/MP18297/2025-2026/180915,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Balyogi Umeshnath (2024-30) (2024-2030),Elected MP,2000000.0,Ujjain Smart City Ltd,Payment Success,2000000.0
7857,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192448,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,607700.0,Vaastu Traders,Payment Success,607700.0
7858,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192448,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,460200.0,Vaastu Traders,Payment Success,460200.0
7859,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192448,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,312700.0,Vaastu Traders,Payment Success,312700.0
7860,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192448,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,551800.0,Vaastu Traders,Payment Success,551800.0
7861,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192448,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,67600.0,Vaastu Traders,Payment Success,67600.0
7862,Madhya Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP107/2025-2026/192447,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,302492.0,Vaastu Traders,Payment Success,302492.0
7863,Madhya Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP107/2025-2026/192447,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,510940.0,Vaastu Traders,Payment Success,510940.0
7864,Madhya Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP107/2025-2026/192447,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,416304.0,Vaastu Traders,Payment Success,416304.0
7865,Madhya Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP107/2025-2026/192447,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,187500.0,Vaastu Traders,Payment Success,187500.0
7866,Madhya Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP107/2025-2026/192447,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,82764.0,Vaastu Traders,Payment Success,82764.0
7867,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18364/2025-2026/173242,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Narayanasa K. Bhandage (2024-30) (2024-2030),Elected MP,499246.0,Prakash P S,Payment Success,499246.0
7868,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18364/2025-2026/173247,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Narayanasa K. Bhandage (2024-30) (2024-2030),Elected MP,499516.0,Prakash P S,Payment Success,499516.0
7869,Gujarat,Construction of common work sheds/ common covered sitting area,WS/MP889/2025-2026/145852,BANAS KANTHA(DISTRICT COLLECTOR BANAS KANTHA_IDA),Babubhai Jesangbhai Desai (2023-29) (2023-2029),Elected MP,500000.0,Mojru Juna Gram Panchayat,Payment Success,500000.0
7870,Assam,Construction of rooms and halls in school and colleges,WS/MP831/2025-2026/132607,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,250000.0,Construction Of Additional Room At Pachim Padmapur Lp School Under Sidli Dev Block Chirang,Payment Success,250000.0
7871,Assam,Construction of rooms and halls in school and colleges,WS/MP831/2025-2026/132607,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,750000.0,Construction Of Additional Room At Pachim Padmapur Lp School Under Sidli Dev Block Chirang,Payment Success,750000.0
7872,Odisha,Construction of community centers and community halls,WS/MP18283/2025-2026/238330,PURI(DISTRICT COLLECTOR PURI_IDA),Subhasish Khuntia (2024-30) (2024-2030),Elected MP,322947.0,Junior Engineer 2 Suresh Puspalak,Payment Success,322947.0
7873,Rajasthan,Construction of veterinary hospitals and dispensaries,WS/MP145/2024-2025/140053,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),Ghanshyam Tiwari (2022-28) (2022-2028),Elected MP,180000.0,Happy Steels,Payment Success,180000.0
7874,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP189/2024-2025/138514,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Kapil Sibal (2022-28) (2022-2028),Elected MP,1583000.0,Surybhan Yadav,Payment Success,1583000.0
7875,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP189/2024-2025/138514,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Kapil Sibal (2022-28) (2022-2028),Elected MP,917000.0,Surybhan Yadav,Payment Success,917000.0
7876,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18304/2024-2025/156129,UNA(DEPUTY COMMISSIOENR UNA_IDA),Harsh Mahajan (2024-30) (2024-2030),Elected MP,50000.0,Gram Panchayat Malahat,Payment Success,50000.0
7877,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18304/2024-2025/156129,UNA(DEPUTY COMMISSIOENR UNA_IDA),Harsh Mahajan (2024-30) (2024-2030),Elected MP,100000.0,Gram Panchayat Malahat,Payment Success,100000.0
7878,Gujarat,Construction of common work sheds/ common covered sitting area,WS/MP18288/2025-2026/207589,Mahisagar(COLLECTOR MAHISAGAR_IDA),Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Elected MP,400000.0,Akalva Group Gram Panchayat,Payment Success,400000.0
7879,Andhra Pradesh,Installing community drinking water plants,WS/MP18334/2024-2025/134420,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Meda Raghunadha Reddy (2024-30) (2024-2030),Elected MP,2185572.0,Bln Constructions,Payment Success,2185572.0
7880,Andhra Pradesh,Installing community drinking water plants,WS/MP18334/2024-2025/134420,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Meda Raghunadha Reddy (2024-30) (2024-2030),Elected MP,222907.0,Divisional Engineer Operation Apspdcl Rajampeta,Payment Success,222907.0
7881,Andhra Pradesh,Installing community drinking water plants,WS/MP18334/2024-2025/134420,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Meda Raghunadha Reddy (2024-30) (2024-2030),Elected MP,8000.0,Assistant Accounts Officer Ero Apspdcl Rajampeta,Payment Success,8000.0
7882,Assam,Construction of community centers and community halls,WS/MP831/2025-2026/132605,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,750000.0,Construction Of Gendergaon Mahila Afad Community Hall Under Bangaldoba,Payment Success,750000.0
7883,Assam,Construction of community centers and community halls,WS/MP831/2025-2026/132605,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,250000.0,Construction Of Gendergaon Mahila Afad Community Hall Under Bangaldoba,Payment Success,250000.0
7884,Himachal Pradesh,Construction of community centers and community halls,WS/MP18304/2024-2025/159034,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Harsh Mahajan (2024-30) (2024-2030),Elected MP,150000.0,Gp Rupani,Payment Success,150000.0
7885,Himachal Pradesh,Construction of community centers and community halls,WS/MP18304/2024-2025/159034,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Harsh Mahajan (2024-30) (2024-2030),Elected MP,149513.0,Gp Rupani,Payment Success,149513.0
7886,Rajasthan,Purchase of hospital equipment,WS/MP146/2023-2024/87231,JALORE(DISTRICT COLLECTOR JALORE_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,2464000.0,Soni Medicals,Payment Success,2464000.0
7887,Punjab,"Purchase of ambulances (Four, three and two wheelers)",WS/MP141/2024-2025/92593,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Harbhajan Singh (2022-28) (2022-2028),Elected MP,54416.0,Sm Healthcare,Payment Success,54416.0
7888,Himachal Pradesh,Construction of community centers and community halls,WS/MP18304/2025-2026/172861,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Harsh Mahajan (2024-30) (2024-2030),Elected MP,100000.0,Gp Sundla,Payment Success,100000.0
7889,Himachal Pradesh,Construction of community centers and community halls,WS/MP18304/2025-2026/172861,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Harsh Mahajan (2024-30) (2024-2030),Elected MP,100000.0,Gp Sundla,Payment Success,100000.0
7890,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP140/2025-2026/230399,Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,10291.0,Gagandeep Singh So Pritpal Singh,Payment Success,10291.0
7891,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP140/2025-2026/230399,Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,8979.0,Ravi Kumar So Mohan Lal,Payment Success,8979.0
7892,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP140/2025-2026/230399,Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,10040.0,Kulwinder Kumar So Harmesh Lal,Payment Success,10040.0
7893,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP186/2024-2025/141232,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,2036873.0,Sahnai Stone Work,Payment Success,2036873.0
7894,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP186/2024-2025/141232,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,1953876.0,Sahnai Stone Work,Payment Success,1953876.0
7895,Uttar Pradesh,Construction of culverts and bridges,WS/MP186/2024-2025/141257,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,1317741.0,Sahnai Stone Work,Payment Success,1317741.0
7896,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP186/2025-2026/218840,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,2972008.0,Sahnai Stone Work,Payment Success,2972008.0
7897,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP186/2025-2026/218840,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,990125.0,Sahnai Stone Work,Payment Success,990125.0
7898,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP186/2025-2026/219092,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,975236.0,Sahnai Stone Work,Payment Success,975236.0
7899,Uttar Pradesh,Lighting of public spaces,WS/MP186/2025-2026/82008,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,131157.0,Sahnai Stone Work,Payment Success,131157.0
7900,Uttar Pradesh,Lighting of public spaces,WS/MP186/2025-2026/82007,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,131157.0,Sahnai Stone Work,Payment Success,131157.0
7901,Uttar Pradesh,Lighting of public spaces,WS/MP186/2025-2026/82009,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,131157.0,Sahnai Stone Work,Payment Success,131157.0
7902,Uttar Pradesh,Street lights,WS/MP186/2024-2025/141285,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,120805.0,Sahnai Stone Work,Payment Success,120805.0
7903,Uttar Pradesh,Street lights,WS/MP186/2024-2025/141288,MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA),Arun Singh (2020-26) (2020-2026),Elected MP,120805.0,Sahnai Stone Work,Payment Success,120805.0
7904,Kerala,Purchase of furniture and fixtures for educational purposes,WS/MP096/2025-2026/145615,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Abdul Wahab (2021-27) (2021-2027),Elected MP,30000.0,Edutex Enterprises,Payment Success,30000.0
7905,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP078/2025-2026/235480,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,50000.0,Gram Panchayat Fatehpur,Payment Success,50000.0
7906,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP078/2025-2026/235483,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,250000.0,Gram Panchayat Fatehpur,Payment Success,250000.0
7907,Himachal Pradesh,Installing hand pumps,WS/MP078/2025-2026/235479,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,50000.0,Gram Panchayat Fatehpur,Payment Success,50000.0
7908,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP078/2025-2026/235480,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,50000.0,Gram Panchayat Fatehpur,Payment Success,50000.0
7909,Himachal Pradesh,Installing hand pumps,WS/MP078/2025-2026/235479,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,50000.0,Gram Panchayat Fatehpur,Payment Success,50000.0
7910,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP078/2025-2026/235483,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,250000.0,Gram Panchayat Fatehpur,Payment Success,250000.0
7911,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP840/2024-2025/159540,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),V. Vijayendra Prasad (2022-28) (2022-2028),Nominated MP,4463588.0,Penumatsa Padda Raju,Payment Success,4463588.0
7912,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP18334/2025-2026/195798,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Meda Raghunadha Reddy (2024-30) (2024-2030),Elected MP,462159.0,Kaipu Siva Reddi,Payment Success,462159.0
7913,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP18334/2025-2026/195799,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Meda Raghunadha Reddy (2024-30) (2024-2030),Elected MP,450990.0,Kaipu Siva Reddi,Payment Success,450990.0
7914,Maharashtra,Construction of rooms and halls in school and colleges,WS/MP108/2024-2025/138969,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),Anil Sukhdeorao Bonde (2022-28) (2022-2028),Elected MP,976619.0,Laxmikant Majoor Sahakari Sanstha,Payment Success,976619.0
7915,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18294/2025-2026/178933,BHANDARA(DISTRICT COLLECTOR BHANDARA_IDA),Praful Patel (2024-30) (2024-2030),Elected MP,989802.0,Gram Panchayat Kesalwada Wagh Development Fund,Payment Success,989802.0
7916,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18304/2025-2026/147624,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Harsh Mahajan (2024-30) (2024-2030),Elected MP,199000.0,Gram Panchayat Dulhar,Payment Success,199000.0
7917,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP199/2025-2026/157330,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Sudhanshu Trivedi (2024-30) (2024-2030),Elected MP,999277.0,Rb Construction,Payment Success,999277.0
7918,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP102/2024-2025/143966,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Jebi Mather Hisham (2022-28) (2022-2028),Elected MP,771134.0,C K Babu,Payment Success,771134.0
7919,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP100/2025-2026/202001,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Jose K. Mani (2024-30) (2024-2030),Elected MP,281211.0,C K Babu,Payment Success,281211.0
7920,Assam,Construction of culverts and bridges,WS/MP831/2025-2026/132564,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,1350000.0,Construction Of Rcc Box Culvert At Angthaiguri Silguri Under Dangtol Vcdc,Payment Success,1350000.0
7921,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP148/2025-2026/187681,SIKAR(DISTRICT COLLECTOR SIKAR_IDA),Randeep Singh Surjewala (2022-28) (2022-2028),Elected MP,375000.0,Mohan Lal Contractor,Payment Success,375000.0
7922,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP078/2025-2026/187635,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,150000.0,Gp Baroha,Payment Success,150000.0
7923,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP078/2025-2026/187635,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,50000.0,Gp Baroha,Payment Success,50000.0
7924,Kerala,Construction of rooms and halls in school and colleges,WS/MP102/2024-2025/176274,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),Jebi Mather Hisham (2022-28) (2022-2028),Elected MP,1408120.0,Joy Abraham,Payment Success,1408120.0
7925,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP138/2024-2025/162585,Kendrapada(DISTRICT COLLECTOR KENDRAPARA_IDA),Sulata Deo (2022-28) (2022-2028),Elected MP,500000.0,Prasanta Kumar Satapathy,Payment Success,500000.0
7926,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18291/2025-2026/185371,AMRELI(DISTRICT COLLECTOR AMRELI_IDA),Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),Elected MP,300000.0,Timbi Gram Panchayat,Payment Success,300000.0
7927,Himachal Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP078/2024-2025/147111,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,300000.0,Gp Shakrah,Payment Success,300000.0
7928,Himachal Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP078/2025-2026/186874,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,300000.0,Gp Shakrah,Payment Success,300000.0
7929,Himachal Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP078/2025-2026/186874,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,150000.0,Gp Shakrah,Payment Success,150000.0
7930,Himachal Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP078/2025-2026/186874,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,50000.0,Gp Shakrah,Payment Success,50000.0
